component_id,component_type,parameter_name,lot_id,risk_level,risk_score,anomaly_flag,behavior_pattern,input_stage,predicted_168h,is_risky
CMP-000214,Memory IC,Standby Current,LOT-13,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,62.36953628555208,True
CMP-000215,ADC,Leakage Current,LOT-20,LOW,0.0,0,NORMAL,0h_24h_96h,5.448720929685373,False
CMP-000216,Driver IC,Propagation Delay,LOT-19,LOW,0.0,0,NORMAL,0h_24h_96h,18.347795597513027,False
CMP-000217,Logic IC,Iddq,LOT-20,MEDIUM,30.0,0,NORMAL,0h_24h_96h,10.69349171970899,True
CMP-000218,Memory IC,Standby Current,LOT-02,MEDIUM,30.0,0,NORMAL,0h_24h_96h,26.531662339370097,True
CMP-000219,ADC,Leakage Current,LOT-11,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,20.549308142701427,True
CMP-000220,Driver IC,Propagation Delay,LOT-15,LOW,0.0,0,NORMAL,0h_24h_96h,18.70107308760558,False
CMP-000221,Logic IC,Iddq,LOT-02,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,33.72062630740738,True
CMP-000222,Memory IC,Standby Current,LOT-18,MEDIUM,30.0,0,NORMAL,0h_24h_96h,25.904006678815552,True
CMP-000223,ADC,Leakage Current,LOT-03,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,6.849527386108743,True
CMP-000224,Driver IC,Propagation Delay,LOT-01,LOW,0.0,0,NORMAL,0h_24h_96h,18.436668346406776,False
CMP-000225,Logic IC,Iddq,LOT-05,MEDIUM,30.0,0,NORMAL,0h_24h_96h,10.727740998015872,True
CMP-000226,Memory IC,Standby Current,LOT-05,MEDIUM,30.0,0,NORMAL,0h_24h_96h,26.45301310771929,True
CMP-000227,ADC,Leakage Current,LOT-03,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,20.451160277768615,True
CMP-000228,Driver IC,Propagation Delay,LOT-02,LOW,15.0,0,NORMAL,0h_24h_96h,18.537155797315325,False
CMP-000229,Logic IC,Iddq,LOT-10,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,37.363232026166436,True
CMP-000230,Memory IC,Standby Current,LOT-09,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,63.15950563437229,True
CMP-000231,ADC,Leakage Current,LOT-15,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,16.46839228403512,True
CMP-000232,Driver IC,Propagation Delay,LOT-09,LOW,0.0,0,NORMAL,0h_24h_96h,19.18293067048596,False
CMP-000233,Logic IC,Iddq,LOT-20,LOW,0.0,0,NORMAL,0h_24h_96h,11.072648856613766,False
CMP-000234,Memory IC,Standby Current,LOT-19,MEDIUM,30.0,0,NORMAL,0h_24h_96h,25.7656884163622,True
CMP-000235,ADC,Leakage Current,LOT-15,LOW,15.0,0,NORMAL,0h_24h_96h,5.305663676010106,False
CMP-000236,Driver IC,Propagation Delay,LOT-05,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,20.529457582300655,True
CMP-000237,Logic IC,Iddq,LOT-19,LOW,0.0,0,NORMAL,0h_24h_96h,11.00598144206349,False
CMP-000238,Memory IC,Standby Current,LOT-12,MEDIUM,30.0,0,NORMAL,0h_24h_96h,27.10097429543791,True
CMP-000239,ADC,Leakage Current,LOT-06,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,20.102077745599743,True
CMP-000240,Driver IC,Propagation Delay,LOT-10,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.833314703457493,True
CMP-000241,Logic IC,Iddq,LOT-06,LOW,15.0,0,NORMAL,0h_24h_96h,11.010756482539687,False
CMP-000242,Memory IC,Standby Current,LOT-17,LOW,0.0,0,NORMAL,0h_24h_96h,26.072165159435116,False
CMP-000243,ADC,Leakage Current,LOT-11,MEDIUM,41.0,0,NORMAL,0h_24h_96h,5.633290104441474,True
CMP-000244,Driver IC,Propagation Delay,LOT-10,LOW,15.0,0,NORMAL,0h_24h_96h,18.854246382349334,False
CMP-000245,Logic IC,Iddq,LOT-12,LOW,0.0,0,NORMAL,0h_24h_96h,10.71653639246032,False
CMP-000246,Memory IC,Standby Current,LOT-19,LOW,0.0,0,NORMAL,0h_24h_96h,26.685011699424884,False
CMP-000247,ADC,Leakage Current,LOT-06,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,21.279754374573166,True
CMP-000248,Driver IC,Propagation Delay,LOT-06,LOW,0.0,0,NORMAL,0h_24h_96h,18.90381455898575,False
CMP-000249,Logic IC,Iddq,LOT-12,LOW,15.0,0,NORMAL,0h_24h_96h,10.666575011375667,False
CMP-000250,Memory IC,Standby Current,LOT-17,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,79.13588883984208,True
CMP-000251,ADC,Leakage Current,LOT-08,LOW,0.0,0,NORMAL,0h_24h_96h,5.244389120243729,False
CMP-000252,Driver IC,Propagation Delay,LOT-05,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,40.58351707672625,True
CMP-000253,Logic IC,Iddq,LOT-12,MEDIUM,30.0,0,NORMAL,0h_24h_96h,11.520745646031745,True
CMP-000254,Memory IC,Standby Current,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,26.297473267060408,False
CMP-000255,ADC,Leakage Current,LOT-15,LOW,15.0,0,NORMAL,0h_24h_96h,5.641974328574919,False
CMP-000256,Driver IC,Propagation Delay,LOT-06,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,38.43085420314527,True
CMP-000257,Logic IC,Iddq,LOT-11,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,42.9512867082011,True
CMP-000258,Memory IC,Standby Current,LOT-17,MEDIUM,36.0,0,NORMAL,0h_24h_96h,25.773725408883077,True
CMP-000259,ADC,Leakage Current,LOT-04,LOW,15.0,0,NORMAL,0h_24h_96h,5.629867516650837,False
CMP-000260,Driver IC,Propagation Delay,LOT-01,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,39.47921928460248,True
CMP-000261,Logic IC,Iddq,LOT-17,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,38.56134273174601,True
CMP-000262,Memory IC,Standby Current,LOT-17,LOW,0.0,0,NORMAL,0h_24h_96h,25.432716296745223,False
CMP-000263,ADC,Leakage Current,LOT-11,LOW,0.0,0,NORMAL,0h_24h_96h,5.770939957187656,False
CMP-000264,Driver IC,Propagation Delay,LOT-06,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,39.118940888986636,True
CMP-000265,Logic IC,Iddq,LOT-10,MEDIUM,30.0,0,NORMAL,0h_24h_96h,11.31490300767195,True
CMP-000266,Memory IC,Standby Current,LOT-06,LOW,0.0,0,NORMAL,0h_24h_96h,25.95242057277036,False
CMP-000267,ADC,Leakage Current,LOT-04,LOW,15.0,0,NORMAL,0h_24h_96h,5.541764088245526,False
CMP-000268,Driver IC,Propagation Delay,LOT-15,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,36.23314687750757,True
CMP-000269,Logic IC,Iddq,LOT-11,LOW,0.0,0,NORMAL,0h_24h_96h,10.819942712987006,False
CMP-000270,Memory IC,Standby Current,LOT-01,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,32.15786217621765,True
CMP-000271,ADC,Leakage Current,LOT-03,LOW,0.0,0,NORMAL,0h_24h_96h,5.680257821478411,False
CMP-000272,Driver IC,Propagation Delay,LOT-08,LOW,0.0,0,NORMAL,0h_24h_96h,18.432163989495855,False
CMP-000273,Logic IC,Iddq,LOT-12,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,36.29121398888884,True
CMP-000274,Memory IC,Standby Current,LOT-01,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,66.70679497163458,True
CMP-000275,ADC,Leakage Current,LOT-03,LOW,0.0,0,NORMAL,0h_24h_96h,5.565332993151579,False
CMP-000276,Driver IC,Propagation Delay,LOT-17,LOW,15.0,0,NORMAL,0h_24h_96h,18.594911341386414,False
CMP-000277,Logic IC,Iddq,LOT-19,LOW,15.0,0,NORMAL,0h_24h_96h,11.080542899735443,False
CMP-000278,Memory IC,Standby Current,LOT-11,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,66.6824656733146,True
CMP-000279,ADC,Leakage Current,LOT-10,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.106936289939692,True
CMP-000280,Driver IC,Propagation Delay,LOT-02,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,20.3118479711079,True
CMP-000281,Logic IC,Iddq,LOT-11,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,43.48245447222222,True
CMP-000282,Memory IC,Standby Current,LOT-03,MEDIUM,30.0,0,NORMAL,0h_24h_96h,26.280657896472718,True
CMP-000283,ADC,Leakage Current,LOT-01,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,21.501633669283887,True
CMP-000284,Driver IC,Propagation Delay,LOT-13,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.784833545057662,True
CMP-000285,Logic IC,Iddq,LOT-10,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,38.05943989484125,True
CMP-000286,Memory IC,Standby Current,LOT-02,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,68.66397919834726,True
CMP-000287,ADC,Leakage Current,LOT-02,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,23.41247048060365,True
CMP-000288,Driver IC,Propagation Delay,LOT-17,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,41.294003634069476,True
CMP-000289,Logic IC,Iddq,LOT-19,LOW,0.0,0,NORMAL,0h_24h_96h,10.580261042255886,False
CMP-000290,Memory IC,Standby Current,LOT-01,LOW,0.0,0,NORMAL,0h_24h_96h,26.54639368342366,False
CMP-000291,ADC,Leakage Current,LOT-16,LOW,0.0,0,NORMAL,0h_24h_96h,5.3504796187301995,False
CMP-000292,Driver IC,Propagation Delay,LOT-14,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,20.560638389152853,True
CMP-000293,Logic IC,Iddq,LOT-02,LOW,0.0,0,NORMAL,0h_24h_96h,10.765075482539693,False
CMP-000294,Memory IC,Standby Current,LOT-16,LOW,0.0,0,NORMAL,0h_24h_96h,25.459727711258033,False
CMP-000295,ADC,Leakage Current,LOT-10,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,7.055669678848447,True
CMP-000296,Driver IC,Propagation Delay,LOT-07,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,38.799209645725135,True
CMP-000297,Logic IC,Iddq,LOT-13,LOW,0.0,0,NORMAL,0h_24h_96h,10.948568247619049,False
CMP-000298,Memory IC,Standby Current,LOT-19,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,65.64586284171698,True
CMP-000299,ADC,Leakage Current,LOT-07,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,17.621465006995507,True
CMP-000300,Driver IC,Propagation Delay,LOT-19,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,37.168845719494065,True
CMP-000301,Logic IC,Iddq,LOT-01,MEDIUM,30.0,0,NORMAL,0h_24h_96h,11.272811702910058,True
CMP-000302,Memory IC,Standby Current,LOT-16,LOW,15.0,0,NORMAL,0h_24h_96h,25.432716296745223,False
CMP-000303,ADC,Leakage Current,LOT-16,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,20.70498985617681,True
CMP-000304,Driver IC,Propagation Delay,LOT-06,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,39.021277830675594,True
CMP-000305,Logic IC,Iddq,LOT-17,LOW,15.0,0,NORMAL,0h_24h_96h,10.345583456084656,False
CMP-000306,Memory IC,Standby Current,LOT-07,LOW,0.0,0,NORMAL,0h_24h_96h,26.20608003923904,False
CMP-000307,ADC,Leakage Current,LOT-17,LOW,0.0,0,NORMAL,0h_24h_96h,5.661358741911359,False
CMP-000308,Driver IC,Propagation Delay,LOT-13,LOW,15.0,0,NORMAL,0h_24h_96h,18.586554116671635,False
CMP-000309,Logic IC,Iddq,LOT-10,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,13.059779173941793,True
CMP-000310,Memory IC,Standby Current,LOT-12,LOW,0.0,0,NORMAL,0h_24h_96h,26.67718520201666,False
CMP-000311,ADC,Leakage Current,LOT-12,LOW,0.0,0,NORMAL,0h_24h_96h,5.770939957187656,False
CMP-000312,Driver IC,Propagation Delay,LOT-05,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,40.6420893153914,True
CMP-000313,Logic IC,Iddq,LOT-18,MEDIUM,30.0,0,NORMAL,0h_24h_96h,9.909235887698419,True
CMP-000314,Memory IC,Standby Current,LOT-01,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,63.109062330293526,True
CMP-000315,ADC,Leakage Current,LOT-11,LOW,0.0,0,NORMAL,0h_24h_96h,5.7825941138482335,False
CMP-000316,Driver IC,Propagation Delay,LOT-01,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,38.46101252798614,True
CMP-000317,Logic IC,Iddq,LOT-05,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,33.201802834920656,True
CMP-000318,Memory IC,Standby Current,LOT-20,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,67.32146217967134,True
CMP-000319,ADC,Leakage Current,LOT-11,LOW,15.0,0,NORMAL,0h_24h_96h,5.6789768720407645,False
CMP-000320,Driver IC,Propagation Delay,LOT-02,LOW,15.0,0,NORMAL,0h_24h_96h,18.288956521466755,False
CMP-000321,Logic IC,Iddq,LOT-04,MEDIUM,30.0,0,NORMAL,0h_24h_96h,10.410246858333323,True
CMP-000322,Memory IC,Standby Current,LOT-12,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,77.16926793536219,True
CMP-000323,ADC,Leakage Current,LOT-06,LOW,0.0,0,NORMAL,0h_24h_96h,5.1864423578069285,False
CMP-000324,Driver IC,Propagation Delay,LOT-19,LOW,0.0,0,NORMAL,0h_24h_96h,18.510795721329828,False
CMP-000325,Logic IC,Iddq,LOT-09,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,37.283444730820115,True
CMP-000326,Memory IC,Standby Current,LOT-19,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,66.97458249660453,True
CMP-000327,ADC,Leakage Current,LOT-08,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,20.51742905218963,True
CMP-000328,Driver IC,Propagation Delay,LOT-01,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,21.25052542672406,True
CMP-000329,Logic IC,Iddq,LOT-12,LOW,0.0,0,NORMAL,0h_24h_96h,10.917606933201064,False
CMP-000330,Memory IC,Standby Current,LOT-08,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,67.13929851554754,True
CMP-000331,ADC,Leakage Current,LOT-03,LOW,0.0,0,NORMAL,0h_24h_96h,5.361137373539641,False
CMP-000332,Driver IC,Propagation Delay,LOT-07,LOW,0.0,0,NORMAL,0h_24h_96h,18.840771469589967,False
CMP-000333,Logic IC,Iddq,LOT-07,LOW,0.0,0,NORMAL,0h_24h_96h,11.034750105423273,False
CMP-000334,Memory IC,Standby Current,LOT-17,MEDIUM,30.0,0,NORMAL,0h_24h_96h,27.335100505144144,True
CMP-000335,ADC,Leakage Current,LOT-20,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,21.62673608968785,True
CMP-000336,Driver IC,Propagation Delay,LOT-08,LOW,0.0,0,NORMAL,0h_24h_96h,18.36427636808337,False
CMP-000337,Logic IC,Iddq,LOT-06,LOW,0.0,0,NORMAL,0h_24h_96h,10.616438367063488,False
CMP-000338,Memory IC,Standby Current,LOT-05,LOW,0.0,0,NORMAL,0h_24h_96h,26.19902346605991,False
CMP-000339,ADC,Leakage Current,LOT-05,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,18.747864800476815,True
CMP-000340,Driver IC,Propagation Delay,LOT-03,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,42.806111748767556,True
CMP-000341,Logic IC,Iddq,LOT-19,LOW,15.0,0,NORMAL,0h_24h_96h,11.129113055687839,False
CMP-000342,Memory IC,Standby Current,LOT-05,MEDIUM,30.0,0,NORMAL,0h_24h_96h,26.34111580880986,True
CMP-000343,ADC,Leakage Current,LOT-01,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,21.38064030170117,True
CMP-000344,Driver IC,Propagation Delay,LOT-07,MEDIUM,30.0,0,NORMAL,0h_24h_96h,19.211575805769552,True
CMP-000345,Logic IC,Iddq,LOT-05,LOW,15.0,0,NORMAL,0h_24h_96h,10.386244739682539,False
CMP-000346,Memory IC,Standby Current,LOT-16,LOW,15.0,0,NORMAL,0h_24h_96h,26.416461754462528,False
CMP-000347,ADC,Leakage Current,LOT-09,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.548141541281337,True
CMP-000348,Driver IC,Propagation Delay,LOT-17,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,41.46778983450327,True
CMP-000349,Logic IC,Iddq,LOT-20,LOW,0.0,0,NORMAL,0h_24h_96h,11.069404972883598,False
CMP-000350,Memory IC,Standby Current,LOT-16,LOW,0.0,0,NORMAL,0h_24h_96h,25.695990481891368,False
CMP-000351,ADC,Leakage Current,LOT-05,MEDIUM,35.0,0,NORMAL,0h_24h_96h,4.852313991693493,True
CMP-000352,Driver IC,Propagation Delay,LOT-04,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,21.30936306893776,True
CMP-000353,Logic IC,Iddq,LOT-14,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,15.72927328062769,True
CMP-000354,Memory IC,Standby Current,LOT-02,LOW,0.0,0,NORMAL,0h_24h_96h,26.364380869396633,False
CMP-000355,ADC,Leakage Current,LOT-06,LOW,0.0,0,NORMAL,0h_24h_96h,5.143415660579808,False
CMP-000356,Driver IC,Propagation Delay,LOT-05,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.976639525691823,True
CMP-000357,Logic IC,Iddq,LOT-03,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,36.74823885939151,True
CMP-000358,Memory IC,Standby Current,LOT-11,LOW,15.0,0,NORMAL,0h_24h_96h,25.744411840950793,False
CMP-000359,ADC,Leakage Current,LOT-02,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,19.723565795881402,True
CMP-000360,Driver IC,Propagation Delay,LOT-13,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,39.28445226455285,True
CMP-000361,Logic IC,Iddq,LOT-12,MEDIUM,30.0,0,NORMAL,0h_24h_96h,10.84802601851852,True
CMP-000362,Memory IC,Standby Current,LOT-07,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,31.77913293076889,True
CMP-000363,ADC,Leakage Current,LOT-02,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.362502402922548,True
CMP-000364,Driver IC,Propagation Delay,LOT-17,LOW,15.0,0,NORMAL,0h_24h_96h,18.6380297130579,False
CMP-000365,Logic IC,Iddq,LOT-14,LOW,0.0,0,NORMAL,0h_24h_96h,10.884478895634922,False
CMP-000366,Memory IC,Standby Current,LOT-17,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,65.98884346579396,True
CMP-000367,ADC,Leakage Current,LOT-14,MEDIUM,41.0,0,NORMAL,0h_24h_96h,5.641172970616948,True
CMP-000368,Driver IC,Propagation Delay,LOT-11,LOW,0.0,0,NORMAL,0h_24h_96h,18.854933497292837,False
CMP-000369,Logic IC,Iddq,LOT-07,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,39.12048930091576,True
CMP-000370,Memory IC,Standby Current,LOT-20,MEDIUM,30.0,0,NORMAL,0h_24h_96h,25.700678456805925,True
CMP-000371,ADC,Leakage Current,LOT-15,LOW,0.0,0,NORMAL,0h_24h_96h,5.531066914160713,False
CMP-000372,Driver IC,Propagation Delay,LOT-04,MEDIUM,30.0,0,NORMAL,0h_24h_96h,17.890329939097715,True
CMP-000373,Logic IC,Iddq,LOT-01,LOW,0.0,0,NORMAL,0h_24h_96h,10.542282972534865,False
CMP-000374,Memory IC,Standby Current,LOT-05,LOW,15.0,0,NORMAL,0h_24h_96h,25.432716296745223,False
CMP-000375,ADC,Leakage Current,LOT-06,LOW,0.0,0,NORMAL,0h_24h_96h,5.1006469434677815,False
CMP-000376,Driver IC,Propagation Delay,LOT-11,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,38.56202300517438,True
CMP-000377,Logic IC,Iddq,LOT-17,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,40.61935473915343,True
CMP-000378,Memory IC,Standby Current,LOT-17,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,29.53448000411925,True
CMP-000379,ADC,Leakage Current,LOT-09,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,19.3218260285051,True
CMP-000380,Driver IC,Propagation Delay,LOT-17,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,36.19654828778484,True
CMP-000381,Logic IC,Iddq,LOT-04,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,37.600431412830694,True
CMP-000382,Memory IC,Standby Current,LOT-08,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,71.14699958653263,True
CMP-000383,ADC,Leakage Current,LOT-12,LOW,0.0,0,NORMAL,0h_24h_96h,5.5768121637363715,False
CMP-000384,Driver IC,Propagation Delay,LOT-14,LOW,0.0,0,NORMAL,0h_24h_96h,18.506083448316005,False
CMP-000385,Logic IC,Iddq,LOT-12,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,14.37820430291006,True
CMP-000386,Memory IC,Standby Current,LOT-18,LOW,0.0,0,NORMAL,0h_24h_96h,25.766222957543206,False
CMP-000387,ADC,Leakage Current,LOT-02,LOW,0.0,0,NORMAL,0h_24h_96h,5.428189656162278,False
CMP-000388,Driver IC,Propagation Delay,LOT-08,LOW,0.0,0,NORMAL,0h_24h_96h,18.54459418302835,False
CMP-000389,Logic IC,Iddq,LOT-15,LOW,0.0,0,NORMAL,0h_24h_96h,10.612691480555565,False
CMP-000390,Memory IC,Standby Current,LOT-01,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,64.71125198442657,True
CMP-000391,ADC,Leakage Current,LOT-19,LOW,15.0,0,NORMAL,0h_24h_96h,5.472127379803007,False
CMP-000392,Driver IC,Propagation Delay,LOT-03,LOW,0.0,0,NORMAL,0h_24h_96h,18.538719389980297,False
CMP-000393,Logic IC,Iddq,LOT-11,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,33.176085318253996,True
CMP-000394,Memory IC,Standby Current,LOT-09,MEDIUM,30.0,0,NORMAL,0h_24h_96h,26.30367699574638,True
CMP-000395,ADC,Leakage Current,LOT-09,MEDIUM,41.0,0,NORMAL,0h_24h_96h,5.258427196934136,True
CMP-000396,Driver IC,Propagation Delay,LOT-06,MEDIUM,30.0,0,NORMAL,0h_24h_96h,19.047656996925685,True
CMP-000397,Logic IC,Iddq,LOT-06,MEDIUM,36.0,0,NORMAL,0h_24h_96h,10.343473076455037,True
CMP-000398,Memory IC,Standby Current,LOT-03,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,71.44887771840098,True
CMP-000399,ADC,Leakage Current,LOT-02,LOW,26.0,0,NORMAL,0h_24h_96h,5.302639791876063,False
CMP-000400,Driver IC,Propagation Delay,LOT-05,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,20.65360218841614,True
CMP-000401,Logic IC,Iddq,LOT-09,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,36.02240820965611,True
CMP-000402,Memory IC,Standby Current,LOT-09,LOW,0.0,0,NORMAL,0h_24h_96h,26.768864698704316,False
CMP-000403,ADC,Leakage Current,LOT-17,MEDIUM,30.0,0,NORMAL,0h_24h_96h,5.96469242585481,True
CMP-000404,Driver IC,Propagation Delay,LOT-16,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,20.040719680065735,True
CMP-000405,Logic IC,Iddq,LOT-16,LOW,0.0,0,NORMAL,0h_24h_96h,10.585598339285715,False
CMP-000406,Memory IC,Standby Current,LOT-11,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,69.661620068785,True
CMP-000407,ADC,Leakage Current,LOT-16,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,6.859018588716908,True
CMP-000408,Driver IC,Propagation Delay,LOT-11,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,36.5750635526588,True
CMP-000409,Logic IC,Iddq,LOT-05,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,13.2777021026455,True
CMP-000410,Memory IC,Standby Current,LOT-10,MEDIUM,30.0,0,NORMAL,0h_24h_96h,25.498414764762515,True
CMP-000411,ADC,Leakage Current,LOT-16,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,6.630757840189009,True
CMP-000412,Driver IC,Propagation Delay,LOT-10,MEDIUM,36.0,0,NORMAL,0h_24h_96h,18.442295775728134,True
CMP-000413,Logic IC,Iddq,LOT-11,MEDIUM,41.0,0,NORMAL,0h_24h_96h,11.136700965476182,True
CMP-000414,Memory IC,Standby Current,LOT-04,MEDIUM,30.0,0,NORMAL,0h_24h_96h,26.62910917699308,True
CMP-000415,ADC,Leakage Current,LOT-10,MEDIUM,35.0,0,NORMAL,0h_24h_96h,5.263534602504796,True
CMP-000416,Driver IC,Propagation Delay,LOT-10,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,40.047205078943136,True
CMP-000417,Logic IC,Iddq,LOT-20,CRITICAL,100.0,1,SUDDEN_ANOMALY,0h_24h_96h,13.265330817063498,True
CMP-000418,Memory IC,Standby Current,LOT-20,MEDIUM,30.0,0,NORMAL,0h_24h_96h,25.432716296745223,True
CMP-000419,ADC,Leakage Current,LOT-16,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,22.54898275651697,True
CMP-000420,Driver IC,Propagation Delay,LOT-11,LOW,15.0,0,NORMAL,0h_24h_96h,18.744797111651273,False
CMP-000421,Logic IC,Iddq,LOT-16,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,37.54943998465608,True
CMP-000422,Memory IC,Standby Current,LOT-12,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,73.54608722673811,True
CMP-000423,ADC,Leakage Current,LOT-13,LOW,15.0,0,NORMAL,0h_24h_96h,5.353254507364167,False
CMP-000424,Driver IC,Propagation Delay,LOT-07,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.02767486363583,True
CMP-000425,Logic IC,Iddq,LOT-10,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,33.7993599108465,True
CMP-000426,Memory IC,Standby Current,LOT-14,CRITICAL,100.0,1,LATENT_DEFECT,0h_24h_96h,67.65446961666478,True
CMP-000427,ADC,Leakage Current,LOT-09,CRITICAL,100.0,1,GRADUAL_DRIFT,0h_24h_96h,21.13642666950731,True
CMP-000428,Driver IC,Propagation Delay,LOT-17,MEDIUM,30.0,0,NORMAL,0h_24h_96h,18.882171507603207,True
CMP-000429,Logic IC,Iddq,LOT-03,MEDIUM,36.0,0,NORMAL,0h_24h_96h,10.498707026587295,True
