component_id,component_type,parameter_name,unit,lot_id,temperature_c,value_0h,value_24h,value_96h,value_168h
CMP-003087,ADC,Leakage Current,µA,LOT-04,125.14,5.1533,6.8854,12.1864,23.1205
CMP-003088,Driver IC,Propagation Delay,ns,LOT-05,127.74,17.4018,19.0414,24.4122,35.4963
CMP-003089,Logic IC,Iddq,µA,LOT-14,123.98,10.6568,10.6636,10.9215,11.2266
CMP-003090,Memory IC,Standby Current,µA,LOT-18,125.2,24.1184,24.8724,25.2526,25.7181
CMP-003091,ADC,Leakage Current,µA,LOT-08,125.86,4.9809,14.4604,5.8124,6.4701
CMP-003092,Driver IC,Propagation Delay,ns,LOT-01,125.64,16.6687,17.0658,17.5717,18.0089
CMP-003093,Logic IC,Iddq,µA,LOT-06,125.75,9.0484,9.0574,9.3571,9.6722
CMP-003094,Memory IC,Standby Current,µA,LOT-01,121.78,25.1361,26.0325,26.4818,26.4737
CMP-003095,ADC,Leakage Current,µA,LOT-10,123.78,4.849,12.0294,6.1941,8.1554
CMP-003096,Driver IC,Propagation Delay,ns,LOT-16,125.23,17.3346,17.5646,17.8128,18.1284
CMP-003097,Logic IC,Iddq,µA,LOT-03,123.97,10.1101,10.5343,10.7603,11.0746
CMP-003098,Memory IC,Standby Current,µA,LOT-08,124.2,24.0668,24.3532,24.959,25.0313
CMP-003099,ADC,Leakage Current,µA,LOT-16,125.01,4.8146,4.8378,5.063,5.2692
CMP-003100,Driver IC,Propagation Delay,ns,LOT-04,125.82,17.88,18.2363,18.5119,18.6336
CMP-003101,Logic IC,Iddq,µA,LOT-03,124.87,10.0947,10.358,10.3324,10.7737
CMP-003102,Memory IC,Standby Current,µA,LOT-15,125.71,25.0483,25.0824,25.6097,26.3976
CMP-003103,ADC,Leakage Current,µA,LOT-04,125.79,5.1047,5.4326,5.4382,5.5625
CMP-003104,Driver IC,Propagation Delay,ns,LOT-18,126.05,17.9593,17.9149,18.3659,18.6426
CMP-003105,Logic IC,Iddq,µA,LOT-14,124.58,10.2592,10.432,10.5721,10.8747
CMP-003106,Memory IC,Standby Current,µA,LOT-18,127.15,25.4811,25.5355,25.8765,27.0166
CMP-003107,ADC,Leakage Current,µA,LOT-03,123.8,5.3505,5.3914,5.6953,5.7968
CMP-003108,Driver IC,Propagation Delay,ns,LOT-04,124.39,18.2947,18.3446,18.6519,18.9094
CMP-003109,Logic IC,Iddq,µA,LOT-16,125.52,9.9404,9.8764,10.2123,10.2251
CMP-003110,Memory IC,Standby Current,µA,LOT-14,125.08,25.7667,26.5261,26.4274,27.5275
CMP-003111,ADC,Leakage Current,µA,LOT-11,126.4,5.3166,5.5752,5.8296,5.9151
CMP-003112,Driver IC,Propagation Delay,ns,LOT-18,125.58,17.043,17.841,17.4908,18.2889
CMP-003113,Logic IC,Iddq,µA,LOT-04,126.57,10.5923,11.3673,22.5196,43.5408
CMP-003114,Memory IC,Standby Current,µA,LOT-13,123.92,24.9948,26.3081,26.3375,26.7205
CMP-003115,ADC,Leakage Current,µA,LOT-15,123.67,5.3306,5.4658,5.4658,5.8517
CMP-003116,Driver IC,Propagation Delay,ns,LOT-06,127.31,17.5688,17.9487,18.2054,18.2041
CMP-003117,Logic IC,Iddq,µA,LOT-09,124.92,9.9413,10.1091,10.3939,10.5799
CMP-003118,Memory IC,Standby Current,µA,LOT-05,124.22,24.6533,25.1127,25.84,25.8684
CMP-003119,ADC,Leakage Current,µA,LOT-13,126.7,4.8941,5.5368,11.2482,23.9267
CMP-003120,Driver IC,Propagation Delay,ns,LOT-09,125.57,18.1344,18.2209,18.2606,18.2246
CMP-003121,Logic IC,Iddq,µA,LOT-02,127.78,9.5459,21.0287,11.5658,15.0079
CMP-003122,Memory IC,Standby Current,µA,LOT-03,124.77,25.5,26.7312,27.3032,27.1638
CMP-003123,ADC,Leakage Current,µA,LOT-16,125.28,4.8866,5.9692,11.5357,24.1131
CMP-003124,Driver IC,Propagation Delay,ns,LOT-20,124.87,17.7079,23.8216,18.4849,20.515
CMP-003125,Logic IC,Iddq,µA,LOT-04,124.22,10.3445,10.9255,11.0957,11.4507
CMP-003126,Memory IC,Standby Current,µA,LOT-09,123.58,24.8232,25.3484,25.2378,25.8835
CMP-003127,ADC,Leakage Current,µA,LOT-09,125.48,4.9916,5.1991,5.444,5.678
CMP-003128,Driver IC,Propagation Delay,ns,LOT-01,124.21,18.3326,19.2281,27.076,42.7792
CMP-003129,Logic IC,Iddq,µA,LOT-03,123.88,10.0861,10.3525,10.671,10.9524
CMP-003130,Memory IC,Standby Current,µA,LOT-07,125.19,25.0567,25.1803,25.6523,26.0499
CMP-003131,ADC,Leakage Current,µA,LOT-11,125.98,5.3671,5.4919,5.6143,5.8424
CMP-003132,Driver IC,Propagation Delay,ns,LOT-06,125.69,17.6251,30.1192,18.0009,20.1336
CMP-003133,Logic IC,Iddq,µA,LOT-01,125.76,9.5629,9.6665,9.9624,10.2895
CMP-003134,Memory IC,Standby Current,µA,LOT-14,124.2,24.9807,27.6217,39.4789,67.8536
CMP-003135,ADC,Leakage Current,µA,LOT-19,125.1,5.0783,5.2364,5.3632,5.4733
CMP-003136,Driver IC,Propagation Delay,ns,LOT-11,127.77,18.4609,19.205,19.0226,19.3626
CMP-003137,Logic IC,Iddq,µA,LOT-04,123.61,10.4126,10.5959,10.8292,10.9732
CMP-003138,Memory IC,Standby Current,µA,LOT-06,126.71,25.6268,26.0645,26.7992,27.3738
CMP-003139,ADC,Leakage Current,µA,LOT-19,127.48,4.9335,5.0844,5.3281,5.5613
CMP-003140,Driver IC,Propagation Delay,ns,LOT-11,124.84,17.9029,18.4151,18.3986,18.6114
CMP-003141,Logic IC,Iddq,µA,LOT-12,125.81,10.9633,10.9702,11.3168,11.6162
CMP-003142,Memory IC,Standby Current,µA,LOT-05,126.9,25.3617,26.0082,26.855,27.0397
CMP-003143,ADC,Leakage Current,µA,LOT-14,121.77,5.2731,5.2976,5.5069,5.6463
CMP-003144,Driver IC,Propagation Delay,ns,LOT-18,123.9,18.3511,20.2892,27.4233,35.3661
CMP-003145,Logic IC,Iddq,µA,LOT-17,122.81,9.9031,10.1548,10.3274,10.7697
CMP-003146,Memory IC,Standby Current,µA,LOT-04,122.13,25.3504,25.9382,26.4586,26.5111
CMP-003147,ADC,Leakage Current,µA,LOT-13,123.96,5.1305,5.3278,5.4445,5.5507
CMP-003148,Driver IC,Propagation Delay,ns,LOT-11,124.74,18.435,18.7045,18.7709,19.0774
CMP-003149,Logic IC,Iddq,µA,LOT-02,126.44,9.5503,12.1938,21.9925,38.5475
CMP-003150,Memory IC,Standby Current,µA,LOT-19,123.7,24.9245,25.2121,25.2886,25.5253
CMP-003151,ADC,Leakage Current,µA,LOT-05,125.33,4.3617,4.6198,4.588,4.8087
CMP-003152,Driver IC,Propagation Delay,ns,LOT-02,127.34,17.6439,18.6177,27.6962,42.3049
CMP-003153,Logic IC,Iddq,µA,LOT-17,126.31,10.1909,10.2684,10.8788,11.0037
CMP-003154,Memory IC,Standby Current,µA,LOT-20,125.39,25.9318,26.3754,26.1927,26.874
CMP-003155,ADC,Leakage Current,µA,LOT-17,122.72,5.2615,5.4443,5.4871,5.7717
CMP-003156,Driver IC,Propagation Delay,ns,LOT-02,123.3,17.1328,17.7021,17.7886,18.0731
CMP-003157,Logic IC,Iddq,µA,LOT-11,126.54,10.3492,11.8659,22.8851,47.7092
CMP-003158,Memory IC,Standby Current,µA,LOT-09,122.47,24.5932,25.7114,25.3552,25.797
CMP-003159,ADC,Leakage Current,µA,LOT-19,126.22,5.1076,5.951,11.2057,25.6081
CMP-003160,Driver IC,Propagation Delay,ns,LOT-19,125.7,18.4193,19.3218,27.7324,41.2836
CMP-003161,Logic IC,Iddq,µA,LOT-05,125.12,9.7352,9.9616,10.152,10.3853
CMP-003162,Memory IC,Standby Current,µA,LOT-15,127.93,25.3017,26.6774,44.3777,82.1093
CMP-003163,ADC,Leakage Current,µA,LOT-10,127.76,4.9469,5.0417,5.1013,5.2667
CMP-003164,Driver IC,Propagation Delay,ns,LOT-05,128.0,18.5451,18.9198,18.6684,19.1797
CMP-003165,Logic IC,Iddq,µA,LOT-03,123.99,10.4519,10.4888,10.8491,11.1115
CMP-003166,Memory IC,Standby Current,µA,LOT-03,123.0,24.4612,41.1312,27.5964,31.8717
CMP-003167,ADC,Leakage Current,µA,LOT-14,127.15,5.0808,5.4261,5.5285,5.6142
CMP-003168,Driver IC,Propagation Delay,ns,LOT-11,126.54,18.205,31.437,19.3122,20.9372
CMP-003169,Logic IC,Iddq,µA,LOT-09,123.34,10.0855,10.4421,10.7356,10.9062
CMP-003170,Memory IC,Standby Current,µA,LOT-11,123.66,26.104,26.2862,26.7847,26.7054
CMP-003171,ADC,Leakage Current,µA,LOT-15,124.13,5.0478,5.2392,5.4383,5.5913
CMP-003172,Driver IC,Propagation Delay,ns,LOT-13,126.45,17.4066,17.3667,17.5353,17.964
CMP-003173,Logic IC,Iddq,µA,LOT-04,123.11,10.3857,12.5849,18.3705,33.5699
CMP-003174,Memory IC,Standby Current,µA,LOT-02,127.01,24.7133,25.4306,25.1057,25.7301
CMP-003175,ADC,Leakage Current,µA,LOT-19,125.28,5.2058,6.0801,10.0209,20.562
CMP-003176,Driver IC,Propagation Delay,ns,LOT-18,123.52,17.6587,17.6103,17.6903,17.8242
CMP-003177,Logic IC,Iddq,µA,LOT-20,124.75,10.1179,12.5059,20.5439,39.4531
CMP-003178,Memory IC,Standby Current,µA,LOT-06,123.49,24.991,25.2594,25.5168,26.5683
CMP-003179,ADC,Leakage Current,µA,LOT-07,125.93,4.934,6.0368,9.9169,21.1233
CMP-003180,Driver IC,Propagation Delay,ns,LOT-08,124.0,18.3227,18.5475,18.6129,19.0501
CMP-003181,Logic IC,Iddq,µA,LOT-16,125.82,9.6547,9.8367,9.8888,9.9543
CMP-003182,Memory IC,Standby Current,µA,LOT-18,125.44,24.7821,25.5677,26.2125,26.4211
CMP-003183,ADC,Leakage Current,µA,LOT-05,126.35,4.5514,4.7133,4.8708,4.9366
CMP-003184,Driver IC,Propagation Delay,ns,LOT-11,122.64,18.5609,19.8959,26.738,44.799
CMP-003185,Logic IC,Iddq,µA,LOT-02,125.99,9.3606,11.2719,19.6302,38.9816
CMP-003186,Memory IC,Standby Current,µA,LOT-08,123.56,26.0762,29.7304,38.4922,59.381
CMP-003187,ADC,Leakage Current,µA,LOT-06,126.61,4.6934,4.7634,4.9941,5.1179
CMP-003188,Driver IC,Propagation Delay,ns,LOT-11,125.21,19.0363,19.032,19.3677,19.8252
CMP-003189,Logic IC,Iddq,µA,LOT-14,126.14,9.842,19.4232,11.0973,13.2135
CMP-003190,Memory IC,Standby Current,µA,LOT-02,125.35,23.99,24.732,25.2125,25.444
CMP-003191,ADC,Leakage Current,µA,LOT-15,124.78,5.1995,5.372,5.412,5.6518
CMP-003192,Driver IC,Propagation Delay,ns,LOT-02,125.83,17.6072,17.5263,17.8406,18.1868
CMP-003193,Logic IC,Iddq,µA,LOT-12,123.39,9.8961,9.991,10.2113,10.4731
CMP-003194,Memory IC,Standby Current,µA,LOT-08,123.46,24.8572,40.5838,28.0105,32.7609
CMP-003195,ADC,Leakage Current,µA,LOT-06,123.9,4.6574,4.6119,4.8522,5.0145
CMP-003196,Driver IC,Propagation Delay,ns,LOT-06,125.06,17.0921,17.1144,17.7225,17.67
CMP-003197,Logic IC,Iddq,µA,LOT-12,126.38,10.2154,10.6792,10.7687,11.1402
CMP-003198,Memory IC,Standby Current,µA,LOT-01,126.6,24.8734,26.0397,26.0358,27.42
CMP-003199,ADC,Leakage Current,µA,LOT-16,123.32,5.0835,5.4145,5.5206,5.6995
CMP-003200,Driver IC,Propagation Delay,ns,LOT-02,120.87,18.7608,18.8703,18.9841,19.6184
CMP-003201,Logic IC,Iddq,µA,LOT-06,127.12,10.0596,10.2091,10.2313,10.5464
CMP-003202,Memory IC,Standby Current,µA,LOT-09,123.41,25.5684,25.5715,26.5358,26.8153
CMP-003203,ADC,Leakage Current,µA,LOT-17,124.11,5.3575,6.281,11.657,20.813
CMP-003204,Driver IC,Propagation Delay,ns,LOT-05,123.22,17.4229,19.0415,24.833,36.7466
CMP-003205,Logic IC,Iddq,µA,LOT-09,125.22,9.7531,10.1174,10.35,10.6314
CMP-003206,Memory IC,Standby Current,µA,LOT-07,123.88,24.1782,25.2128,24.7314,25.3094
CMP-003207,ADC,Leakage Current,µA,LOT-18,123.92,4.5935,4.806,4.9908,5.2462
CMP-003208,Driver IC,Propagation Delay,ns,LOT-06,121.22,18.6322,18.7052,19.5502,19.3878
CMP-003209,Logic IC,Iddq,µA,LOT-11,125.9,10.7582,11.0576,11.1742,11.0801
CMP-003210,Memory IC,Standby Current,µA,LOT-16,126.35,24.6822,25.1744,25.9316,26.5658
CMP-003211,ADC,Leakage Current,µA,LOT-05,124.03,4.4363,6.128,10.5082,21.0891
CMP-003212,Driver IC,Propagation Delay,ns,LOT-14,125.82,18.117,18.4249,18.8673,18.8044
CMP-003213,Logic IC,Iddq,µA,LOT-11,122.0,10.2127,12.3546,17.2374,33.4546
CMP-003214,Memory IC,Standby Current,µA,LOT-15,124.91,24.7111,24.6903,24.5742,25.2637
CMP-003215,ADC,Leakage Current,µA,LOT-06,125.42,4.8122,4.7333,4.897,5.2299
CMP-003216,Driver IC,Propagation Delay,ns,LOT-05,124.03,17.7474,18.4457,18.2523,17.971
CMP-003217,Logic IC,Iddq,µA,LOT-11,123.35,10.1605,25.0828,11.766,13.1702
CMP-003218,Memory IC,Standby Current,µA,LOT-16,125.14,25.224,25.2832,25.3838,25.5001
CMP-003219,ADC,Leakage Current,µA,LOT-15,126.55,5.1734,6.4336,12.3196,20.3966
CMP-003220,Driver IC,Propagation Delay,ns,LOT-07,122.55,17.8061,17.8125,18.305,18.4699
CMP-003221,Logic IC,Iddq,µA,LOT-19,123.01,10.1442,10.3851,10.7677,10.9088
CMP-003222,Memory IC,Standby Current,µA,LOT-11,128.13,25.0102,25.9611,26.0173,26.5882
CMP-003223,ADC,Leakage Current,µA,LOT-18,126.75,5.0462,6.8444,11.9948,18.1253
CMP-003224,Driver IC,Propagation Delay,ns,LOT-01,124.36,17.9929,29.4619,19.2966,21.0992
CMP-003225,Logic IC,Iddq,µA,LOT-10,125.31,10.2696,20.0626,11.1366,13.4205
CMP-003226,Memory IC,Standby Current,µA,LOT-17,125.25,24.3292,24.8139,25.3277,26.2845
CMP-003227,ADC,Leakage Current,µA,LOT-17,123.31,5.0251,5.0796,5.2319,5.4215
CMP-003228,Driver IC,Propagation Delay,ns,LOT-18,125.77,17.3136,19.0169,25.3426,35.8518
CMP-003229,Logic IC,Iddq,µA,LOT-08,127.62,9.5628,9.7132,9.8102,10.1137
CMP-003230,Memory IC,Standby Current,µA,LOT-04,124.13,25.1327,25.6318,25.6221,26.2888
CMP-003231,ADC,Leakage Current,µA,LOT-01,127.05,4.9576,5.6226,10.8761,23.1246
CMP-003232,Driver IC,Propagation Delay,ns,LOT-10,125.41,17.6386,17.962,17.7697,18.3254
CMP-003233,Logic IC,Iddq,µA,LOT-19,122.86,10.0741,10.2098,10.749,10.9117
CMP-003234,Memory IC,Standby Current,µA,LOT-03,122.3,24.7054,25.0684,25.4967,25.5374
CMP-003235,ADC,Leakage Current,µA,LOT-04,125.72,5.198,5.3096,5.4709,5.651
CMP-003236,Driver IC,Propagation Delay,ns,LOT-14,125.68,18.1676,18.117,18.3089,18.5336
CMP-003237,Logic IC,Iddq,µA,LOT-06,124.93,10.0587,10.1694,10.4022,10.398
CMP-003238,Memory IC,Standby Current,µA,LOT-13,127.53,25.4313,46.8819,26.1441,29.5451
CMP-003239,ADC,Leakage Current,µA,LOT-05,126.75,4.5121,5.0387,9.8283,23.278
CMP-003240,Driver IC,Propagation Delay,ns,LOT-20,124.78,18.1014,18.2754,18.6255,19.1471
CMP-003241,Logic IC,Iddq,µA,LOT-10,124.38,10.0456,10.0817,10.3467,10.538
CMP-003242,Memory IC,Standby Current,µA,LOT-06,123.44,24.8981,27.6318,39.4322,67.8056
CMP-003243,ADC,Leakage Current,µA,LOT-19,124.71,5.2473,5.3168,5.454,5.5438
CMP-003244,Driver IC,Propagation Delay,ns,LOT-20,124.19,18.3258,18.3734,18.5502,18.856
CMP-003245,Logic IC,Iddq,µA,LOT-03,127.43,10.4528,10.5071,10.3858,10.727
CMP-003246,Memory IC,Standby Current,µA,LOT-07,126.35,24.3404,25.0667,25.9097,25.3895
CMP-003247,ADC,Leakage Current,µA,LOT-11,125.28,5.236,5.981,13.0188,22.597
CMP-003248,Driver IC,Propagation Delay,ns,LOT-15,124.93,18.0645,18.2323,18.8835,18.5367
CMP-003249,Logic IC,Iddq,µA,LOT-04,127.64,10.2456,10.3432,10.5565,10.9731
CMP-003250,Memory IC,Standby Current,µA,LOT-09,125.36,24.9342,37.5665,28.1093,29.883
CMP-003251,ADC,Leakage Current,µA,LOT-03,124.41,5.1138,5.1662,5.3762,5.5888
CMP-003252,Driver IC,Propagation Delay,ns,LOT-10,125.59,17.5604,19.3351,28.9577,39.5874
CMP-003253,Logic IC,Iddq,µA,LOT-16,123.78,9.5382,11.5757,20.822,43.3488
CMP-003254,Memory IC,Standby Current,µA,LOT-08,124.15,25.4973,25.7772,26.0647,26.3965
CMP-003255,ADC,Leakage Current,µA,LOT-07,124.97,4.7446,4.9079,4.9949,5.1495
CMP-003256,Driver IC,Propagation Delay,ns,LOT-01,123.93,18.1153,28.4974,19.6685,22.1461
CMP-003257,Logic IC,Iddq,µA,LOT-14,124.72,10.3727,11.5352,23.4395,39.0057
CMP-003258,Memory IC,Standby Current,µA,LOT-07,124.43,24.8644,28.2804,39.6728,65.3965
CMP-003259,ADC,Leakage Current,µA,LOT-20,124.59,5.2853,5.4493,5.5459,5.5464
CMP-003260,Driver IC,Propagation Delay,ns,LOT-11,124.89,18.2283,19.3164,28.1458,44.1937
CMP-003261,Logic IC,Iddq,µA,LOT-04,124.81,10.522,12.6979,20.3809,37.7782
CMP-003262,Memory IC,Standby Current,µA,LOT-15,124.01,24.4953,27.4834,45.3548,75.7638
CMP-003263,ADC,Leakage Current,µA,LOT-17,125.6,5.1281,5.2046,5.4956,5.655
CMP-003264,Driver IC,Propagation Delay,ns,LOT-07,127.19,17.7422,18.9671,23.8437,33.4978
CMP-003265,Logic IC,Iddq,µA,LOT-08,126.94,9.7892,9.9535,10.5053,10.7286
CMP-003266,Memory IC,Standby Current,µA,LOT-13,126.07,25.3869,26.2235,26.5357,27.011
CMP-003267,ADC,Leakage Current,µA,LOT-18,126.05,4.9487,5.1619,5.2755,5.5612
CMP-003268,Driver IC,Propagation Delay,ns,LOT-05,125.14,17.7578,17.5304,18.1097,18.2152
CMP-003269,Logic IC,Iddq,µA,LOT-20,124.22,9.6081,10.7138,21.4311,44.1071
CMP-003270,Memory IC,Standby Current,µA,LOT-14,123.79,24.8224,28.1186,36.0569,63.728
CMP-003271,ADC,Leakage Current,µA,LOT-01,124.93,4.799,4.9273,5.0492,5.1565
CMP-003272,Driver IC,Propagation Delay,ns,LOT-10,123.59,17.0849,17.1008,17.5249,17.6059
CMP-003273,Logic IC,Iddq,µA,LOT-11,123.44,10.2439,10.5863,10.8815,11.0071
CMP-003274,Memory IC,Standby Current,µA,LOT-15,125.43,25.8659,29.57,45.936,65.9141
CMP-003275,ADC,Leakage Current,µA,LOT-09,127.26,4.8723,12.9882,5.4066,5.9731
CMP-003276,Driver IC,Propagation Delay,ns,LOT-12,122.57,17.661,18.4088,18.0827,18.2799
CMP-003277,Logic IC,Iddq,µA,LOT-11,123.99,10.0582,10.4769,10.6283,10.9852
CMP-003278,Memory IC,Standby Current,µA,LOT-04,123.46,25.001,25.7697,39.0468,71.2297
CMP-003279,ADC,Leakage Current,µA,LOT-03,125.1,4.9908,6.1821,12.2608,22.0248
CMP-003280,Driver IC,Propagation Delay,ns,LOT-18,123.27,17.7188,18.482,25.079,36.4039
CMP-003281,Logic IC,Iddq,µA,LOT-11,122.88,10.321,10.6955,10.9649,11.0591
CMP-003282,Memory IC,Standby Current,µA,LOT-18,125.33,24.1139,27.5474,43.6548,71.2727
CMP-003283,ADC,Leakage Current,µA,LOT-17,128.24,4.8685,5.0639,5.2493,5.4507
CMP-003284,Driver IC,Propagation Delay,ns,LOT-19,124.87,18.11,18.4014,18.834,19.3142
CMP-003285,Logic IC,Iddq,µA,LOT-18,126.43,9.9567,10.2785,10.4522,10.413
CMP-003286,Memory IC,Standby Current,µA,LOT-15,123.8,24.6887,25.2605,25.9461,25.9347
CMP-003287,ADC,Leakage Current,µA,LOT-18,125.04,5.0861,6.5616,11.6888,19.1557
CMP-003288,Driver IC,Propagation Delay,ns,LOT-06,127.7,17.3892,18.9048,25.9274,38.492
CMP-003289,Logic IC,Iddq,µA,LOT-02,126.13,9.9626,11.6153,19.1528,36.7739
CMP-003290,Memory IC,Standby Current,µA,LOT-13,125.03,25.2688,27.1349,43.7358,75.255
CMP-003291,ADC,Leakage Current,µA,LOT-07,128.11,4.912,4.8935,5.0626,5.1904
CMP-003292,Driver IC,Propagation Delay,ns,LOT-02,124.17,16.962,17.6966,17.4687,17.5371
CMP-003293,Logic IC,Iddq,µA,LOT-06,128.35,9.7595,9.8004,9.973,10.3001
CMP-003294,Memory IC,Standby Current,µA,LOT-12,123.21,25.4978,29.3948,40.5733,57.1239
CMP-003295,ADC,Leakage Current,µA,LOT-06,123.44,4.7093,5.8358,11.5104,21.2104
CMP-003296,Driver IC,Propagation Delay,ns,LOT-10,124.98,17.7807,18.2574,18.3312,18.6255
CMP-003297,Logic IC,Iddq,µA,LOT-16,124.9,9.4458,9.7859,10.1186,10.3934
CMP-003298,Memory IC,Standby Current,µA,LOT-15,124.08,25.2804,27.8591,38.6791,62.8817
CMP-003299,ADC,Leakage Current,µA,LOT-13,122.36,5.0823,6.6665,9.6764,16.5264
CMP-003300,Driver IC,Propagation Delay,ns,LOT-15,124.51,18.5305,19.971,24.7398,33.1713
CMP-003301,Logic IC,Iddq,µA,LOT-04,124.34,10.0526,17.8466,12.0508,13.4692
CMP-003302,Memory IC,Standby Current,µA,LOT-13,124.69,24.8202,25.1746,25.5217,25.6305
CMP-003303,ADC,Leakage Current,µA,LOT-20,124.97,5.016,5.1002,5.3775,5.4953
CMP-003304,Driver IC,Propagation Delay,ns,LOT-09,123.48,18.1794,18.365,18.5072,18.6083
CMP-003305,Logic IC,Iddq,µA,LOT-13,125.95,10.0586,11.7602,19.8674,35.9565
CMP-003306,Memory IC,Standby Current,µA,LOT-04,125.04,25.0355,27.8618,38.0016,59.5002
CMP-003307,ADC,Leakage Current,µA,LOT-19,126.79,5.2247,5.2409,5.3626,5.5869
CMP-003308,Driver IC,Propagation Delay,ns,LOT-15,126.62,17.3983,17.656,17.4043,17.7038
CMP-003309,Logic IC,Iddq,µA,LOT-14,124.85,10.5336,10.3727,10.9205,10.9917
CMP-003310,Memory IC,Standby Current,µA,LOT-01,126.28,25.4534,30.4426,40.6263,63.0679
CMP-003311,ADC,Leakage Current,µA,LOT-01,123.72,4.9209,4.9834,5.2344,5.3613
CMP-003312,Driver IC,Propagation Delay,ns,LOT-09,121.87,17.5888,17.8985,18.2386,18.3993
CMP-003313,Logic IC,Iddq,µA,LOT-03,125.95,10.2151,10.3507,10.5796,10.9196
CMP-003314,Memory IC,Standby Current,µA,LOT-16,123.97,23.9436,24.5544,24.602,25.0317
CMP-003315,ADC,Leakage Current,µA,LOT-12,123.22,4.8601,4.9895,5.1289,5.4511
CMP-003316,Driver IC,Propagation Delay,ns,LOT-08,126.31,17.8367,18.2229,18.4799,18.2962
CMP-003317,Logic IC,Iddq,µA,LOT-19,125.92,10.1462,11.9333,20.2595,43.5672
CMP-003318,Memory IC,Standby Current,µA,LOT-04,126.34,25.005,28.176,39.0458,73.2783
CMP-003319,ADC,Leakage Current,µA,LOT-15,125.0,5.0995,6.3405,9.5866,17.3712
CMP-003320,Driver IC,Propagation Delay,ns,LOT-01,126.57,18.0078,18.2623,18.639,18.8615
CMP-003321,Logic IC,Iddq,µA,LOT-16,125.06,9.8995,12.5346,17.9256,37.6208
CMP-003322,Memory IC,Standby Current,µA,LOT-07,125.33,24.3074,24.4556,25.328,25.6062
CMP-003323,ADC,Leakage Current,µA,LOT-06,126.53,4.5951,5.2801,10.2567,23.7816
CMP-003324,Driver IC,Propagation Delay,ns,LOT-19,121.49,18.7359,19.1339,19.5942,19.3707
CMP-003325,Logic IC,Iddq,µA,LOT-15,125.36,10.4383,10.4648,10.7032,11.1705
CMP-003326,Memory IC,Standby Current,µA,LOT-09,124.93,24.7357,46.176,28.1893,29.0677
CMP-003327,ADC,Leakage Current,µA,LOT-07,124.93,5.0035,6.6988,12.587,19.7528
CMP-003328,Driver IC,Propagation Delay,ns,LOT-06,123.17,17.8218,18.7238,23.8533,34.8244
CMP-003329,Logic IC,Iddq,µA,LOT-20,127.82,10.1761,10.3524,10.8428,11.324
CMP-003330,Memory IC,Standby Current,µA,LOT-01,122.7,23.966,27.85,42.902,67.2224
CMP-003331,ADC,Leakage Current,µA,LOT-05,123.19,4.5876,5.458,11.167,23.2746
CMP-003332,Driver IC,Propagation Delay,ns,LOT-13,127.49,17.9221,18.2734,18.4442,18.6464
CMP-003333,Logic IC,Iddq,µA,LOT-12,123.53,10.124,10.334,10.1428,10.5878
CMP-003334,Memory IC,Standby Current,µA,LOT-20,124.02,24.9904,28.0945,41.4319,58.952
CMP-003335,ADC,Leakage Current,µA,LOT-08,125.74,5.0942,6.8791,10.0622,20.1538
CMP-003336,Driver IC,Propagation Delay,ns,LOT-19,125.01,17.6513,18.1823,18.1984,18.46
CMP-003337,Logic IC,Iddq,µA,LOT-02,124.83,9.8394,10.2828,10.6472,10.7637
CMP-003338,Memory IC,Standby Current,µA,LOT-15,122.03,25.8522,28.4224,39.455,62.2419
CMP-003339,ADC,Leakage Current,µA,LOT-06,127.59,4.7787,5.6959,11.039,22.2583
CMP-003340,Driver IC,Propagation Delay,ns,LOT-18,123.97,17.1174,18.5352,23.3305,31.2905
CMP-003341,Logic IC,Iddq,µA,LOT-14,123.97,10.7237,11.0149,11.1572,11.3894
CMP-003342,Memory IC,Standby Current,µA,LOT-13,124.71,24.92,25.0534,26.0566,25.8657
CMP-003343,ADC,Leakage Current,µA,LOT-01,126.33,5.032,5.1017,5.3898,5.4632
CMP-003344,Driver IC,Propagation Delay,ns,LOT-12,126.32,18.2057,18.3687,18.8293,18.7412
CMP-003345,Logic IC,Iddq,µA,LOT-19,124.05,9.894,12.3695,19.3658,38.8608
CMP-003346,Memory IC,Standby Current,µA,LOT-19,125.03,24.5305,36.7445,28.4217,29.0112
CMP-003347,ADC,Leakage Current,µA,LOT-17,125.51,5.1234,5.3893,5.5344,5.7767
CMP-003348,Driver IC,Propagation Delay,ns,LOT-18,125.92,17.6705,18.2919,18.8516,18.6805
CMP-003349,Logic IC,Iddq,µA,LOT-08,124.05,9.767,9.9958,10.1529,10.5332
CMP-003350,Memory IC,Standby Current,µA,LOT-18,125.87,26.3409,28.7037,41.5574,69.1566
CMP-003351,ADC,Leakage Current,µA,LOT-14,123.02,5.3695,6.481,10.972,22.4332
CMP-003352,Driver IC,Propagation Delay,ns,LOT-17,124.45,18.515,18.5683,18.4536,18.4307
CMP-003353,Logic IC,Iddq,µA,LOT-08,125.18,9.9256,11.1491,19.1813,41.9367
CMP-003354,Memory IC,Standby Current,µA,LOT-03,123.52,25.1739,28.5309,38.3374,65.2395
CMP-003355,ADC,Leakage Current,µA,LOT-13,125.97,4.9492,14.4574,5.4947,6.769
CMP-003356,Driver IC,Propagation Delay,ns,LOT-04,126.09,18.255,18.4097,18.6954,18.8187
